Timestamp,TransactionID,AccountID,Amount,Merchant,TransactionType,Location,anomaly
71650,1116,5,68550.7,3,2,2,1
71651,582,4,84404.82,1,2,0,1
71652,52,11,73642.43,4,1,3,1
71653,1966,11,59844.33,6,0,0,1
71654,883,1,78860.94,7,1,3,1
71655,948,6,32868.64,0,0,3,1
71656,90,13,46545.21,5,1,2,1
71657,1912,1,8846.27,8,2,1,1
71658,980,7,13783.07,8,1,2,1
71659,1335,2,56925.42,0,1,0,1
71660,825,13,78868.68,4,1,3,1
71661,1742,6,88801.22,2,1,1,1
71662,462,1,88740.96,3,1,1,1
71663,1850,10,64029.73,4,2,4,1
71664,156,3,26500.94,9,0,0,1
71665,1885,3,40861.78,1,0,1,1
71666,1252,8,62219.64,6,2,2,1
71667,911,4,51930.65,9,0,3,1
71668,1895,9,82781.28,0,0,4,1
71669,836,4,17957.77,5,1,1,1
71670,1608,6,87021.3,2,1,4,1
71671,439,10,45634.29,3,2,2,1
71672,1008,6,80655.02,9,1,2,1
71673,1534,9,56573.17,7,1,1,1
71674,1247,1,38568.78,5,2,0,1
71675,1569,3,24541.59,8,0,2,1
71676,212,0,4259.15,9,1,3,1
71677,69,11,94200.3,8,0,0,1
71678,1447,5,54183.15,4,1,4,1
71679,1096,1,92536.0,1,0,2,1
71680,176,2,27826.57,5,0,0,1
71681,331,8,33132.76,9,1,2,1
71682,561,7,17482.54,3,1,1,1
71683,1024,0,85305.45,2,1,2,1
71684,111,2,51895.36,9,2,4,1
71685,875,10,22334.03,7,2,2,1
71686,146,9,54417.31,3,2,4,1
71687,1938,3,62614.68,3,1,1,1
71688,1862,6,42889.23,8,0,4,1
71689,1966,11,61580.94,5,2,2,1
71690,466,2,49759.34,0,0,1,1
71691,1238,2,60989.37,3,2,1,1
71692,745,12,85822.3,6,1,4,1
71693,405,4,14469.63,5,1,3,1
71694,777,7,99221.8,2,1,4,1
71695,1216,6,61395.88,6,1,0,1
71696,941,4,6207.66,3,2,0,1
71697,183,0,8236.76,6,0,0,1
71698,1600,13,13180.58,1,2,2,1
71699,641,8,58361.38,8,0,4,1
71700,1122,10,87837.79,4,1,1,1
71701,77,6,98652.56,8,2,4,1
71702,73,2,45788.93,8,0,0,1
71703,413,14,42862.7,6,2,2,1
71704,1243,3,72618.68,2,0,2,1
71705,1089,0,72416.78,2,0,1,1
71706,1840,10,66083.37,6,1,2,1
71707,1030,14,30311.63,0,0,0,1
71708,696,4,79024.2,4,1,1,1
71709,72,2,78728.89,2,0,0,1
71710,1316,7,60316.98,7,2,1,1
71711,1312,4,10981.97,1,1,1,1
71712,1572,1,11434.3,3,2,4,1
71713,686,8,17827.16,9,0,2,1
71714,895,9,89268.6,7,2,3,1
71715,1669,12,82927.08,0,1,3,1
71716,1047,6,82354.46,1,1,2,1
71717,575,9,89981.41,5,2,4,1
71718,25,3,28525.26,1,0,3,1
71719,1342,3,85656.21,7,0,4,1
71720,381,1,1501.07,3,0,0,1
71721,1728,4,92462.63,2,2,4,1
71722,432,3,17647.05,8,2,2,1
71723,466,6,1281.0,0,0,4,1
71724,104,14,9435.04,3,0,3,1
71725,1827,13,79839.74,4,0,2,1
71726,633,7,93995.7,1,1,0,1
71727,381,8,83029.06,5,0,3,1
71728,551,2,55115.0,5,1,3,1
71729,1851,10,69208.96,7,2,3,1
71730,301,1,50109.19,8,1,2,1
71731,553,4,91423.73,2,1,3,1
71732,799,14,16628.29,3,0,1,1
71733,1956,9,99789.75,8,2,2,1
71734,1039,2,44031.07,6,1,3,1
71735,1624,5,10464.87,3,2,2,1
71736,111,13,28560.53,8,0,3,1
71737,1162,0,33945.04,6,1,4,1
71738,1844,2,79691.17,3,1,3,1
71739,1444,10,1450.49,8,1,0,1
71740,1830,12,94756.46,6,0,0,1
71741,1344,12,93540.7,1,2,1,1
71742,149,5,6810.38,8,0,3,1
71743,253,7,97459.3,5,2,1,1
71744,1465,4,44118.47,2,0,0,1
71745,1375,4,12609.95,2,2,4,1
71746,329,4,77351.88,6,1,0,1
71747,280,0,46068.6,4,2,1,1
71748,462,5,3023.25,8,0,0,1
71749,120,4,63541.2,8,1,2,1
71750,394,7,13314.72,7,0,1,1
71751,869,13,74350.06,1,2,4,1
71752,1193,0,43398.61,3,1,2,1
71753,159,10,28843.22,7,2,1,1
71754,837,13,86210.31,3,1,3,1
71755,1389,3,64891.31,3,0,0,1
71756,869,9,5277.65,0,2,1,1
71757,1497,11,60396.09,5,2,2,1
71758,23,4,64540.49,7,2,4,1
71759,1198,4,84549.0,6,1,4,1
71760,1482,12,8728.15,2,2,3,1
71761,660,0,34384.45,4,0,2,1
71762,1465,2,64762.99,7,0,1,1
71763,1965,5,27295.81,0,1,0,1
71764,722,4,22854.13,2,0,2,1
71765,556,4,33432.97,6,1,0,1
71766,402,5,255.12,8,2,4,1
71767,813,4,94134.79,1,0,4,1
71768,1103,6,31791.28,5,1,4,1
71769,903,3,36570.5,3,1,2,1
71770,618,0,45188.73,6,0,0,1
71771,1958,1,63061.47,2,0,4,1
71772,508,6,56614.82,7,1,1,1
71773,1056,14,47551.88,7,2,0,1
71774,1821,12,21442.86,6,1,4,1
71775,449,0,40218.18,7,2,4,1
71776,1001,8,21351.92,5,1,1,1
71777,1429,5,2452.13,5,1,4,1
71778,911,9,81707.41,6,0,2,1
71779,1399,1,10442.0,9,1,3,1
71780,1846,11,1835.57,6,2,1,1
71781,1071,1,93793.3,5,1,4,1
71782,1779,14,47391.34,8,2,4,1
71783,115,14,25084.98,1,0,0,-1
71784,1719,9,71109.11,5,0,4,1
71785,892,3,8941.32,6,1,2,1
71786,796,14,94118.12,7,1,3,1
71787,1585,5,13720.74,7,1,2,1
71788,106,4,6128.03,5,2,4,1
71789,499,9,69655.11,7,2,4,1
71790,1338,2,67506.96,5,1,4,1
71791,1300,12,5233.91,0,1,1,1
71792,639,8,25152.16,8,1,4,1
71793,1218,12,13976.22,3,0,3,1
71794,1994,11,50794.42,1,1,3,1
71795,356,6,41989.16,3,2,0,1
71796,769,0,89046.89,2,0,2,1
71797,1305,4,61959.1,3,0,4,1
71798,1296,5,73932.44,6,0,0,1
71799,305,13,32944.95,8,2,0,1
71800,907,5,75728.74,9,2,2,1
71801,891,4,54155.15,1,2,3,1
71802,1518,9,90859.69,6,0,3,1
71803,1400,0,95698.8,8,1,4,1
71804,1199,9,53697.9,6,0,2,1
71805,1261,0,83160.82,8,0,2,1
71806,985,0,13683.84,2,0,1,1
71807,850,5,14975.49,5,0,4,1
71808,1393,0,20693.12,2,1,2,1
71809,1895,1,25507.18,8,1,1,1
71810,1704,11,18620.39,0,1,0,1
71811,1380,2,78024.87,2,2,2,1
71812,248,12,70128.56,4,0,2,1
71813,602,14,95328.32,6,1,3,1
71814,132,6,58630.02,1,1,0,1
71815,398,6,38669.17,7,2,1,1
71816,735,12,12661.95,9,1,1,1
71817,689,11,44948.79,5,1,3,1
71818,1561,6,20792.47,3,0,4,1
71819,739,14,53162.81,5,2,0,1
71820,706,11,79204.01,0,0,4,1
71821,1008,7,73908.61,5,0,0,1
71822,1725,11,73230.63,9,0,3,1
71823,1104,9,65194.24,3,0,0,1
71824,969,13,72789.04,4,1,2,1
71825,543,8,12930.6,7,0,4,1
71826,1122,11,37074.63,7,2,0,1
71827,4,13,16800.39,0,1,3,1
71828,1340,13,69322.76,9,1,0,1
71829,667,12,25959.22,0,1,0,1
71830,1699,6,93817.57,3,2,0,1
71831,1143,14,1954.8,4,1,0,1
71832,1365,9,48910.96,0,2,0,1
71833,734,1,69615.31,3,0,1,1
71834,916,14,3299.65,9,0,1,1
71835,1085,9,33348.79,0,0,1,1
71836,415,0,88465.96,8,0,2,1
71837,610,8,92890.2,0,1,0,1
71838,202,3,39456.09,2,1,1,1
71839,944,2,32304.46,1,0,4,1
71840,92,12,51272.2,1,1,0,1
71841,268,12,33535.93,7,0,4,1
71842,1352,1,42769.61,8,0,4,1
71843,1807,3,13445.38,4,2,1,1
71844,1509,11,9196.53,6,1,3,1
71845,1283,12,68012.47,8,1,0,1
71846,1977,1,26489.1,7,1,2,1
71847,530,5,79441.33,5,0,1,1
71848,184,5,79231.94,7,2,3,1
71849,75,1,59101.94,2,1,3,1
71850,116,0,25395.82,4,0,0,1
71851,757,6,99074.74,4,0,0,1
71852,510,8,99116.71,8,2,4,1
71853,1095,12,7025.33,9,1,2,1
71854,1478,11,16917.91,3,1,1,1
71855,23,13,82135.15,8,0,1,1
71856,198,10,74606.36,3,0,0,1
71857,1477,12,51114.61,6,2,1,1
71858,1045,14,45815.22,4,0,3,1
71859,207,2,89966.6,8,2,2,1
71860,1254,3,89331.57,1,0,4,1
71861,1041,13,28777.91,9,2,4,1
71862,798,0,66081.7,0,2,2,1
71863,313,13,51685.93,8,1,2,1
71864,975,3,86876.18,3,2,2,1
71865,445,0,49108.11,4,0,4,1
71866,491,9,65694.42,0,2,3,1
71867,144,12,48281.43,0,1,2,1
71868,614,9,80298.0,7,0,0,1
71869,1763,4,43320.94,0,2,0,1
71870,332,4,58520.38,8,0,0,1
71871,1638,10,99656.77,8,1,4,1
71872,1965,3,23151.44,3,2,3,1
71873,1264,5,56121.65,0,0,4,1
71874,1225,13,4736.46,9,2,1,1
71875,675,11,57706.4,6,1,3,1
71876,1521,5,87011.6,9,0,3,1
71877,1930,7,16051.08,1,1,0,1
71878,1214,1,27636.76,3,0,1,1
71879,99,8,6479.56,3,1,1,1
71880,1033,3,75785.97,9,2,2,1
71881,1189,3,35220.95,7,1,2,1
71882,1264,10,28044.8,6,1,2,1
71883,1205,2,9292.95,9,1,3,1
71884,0,7,54379.94,0,0,2,1
71885,362,12,76767.35,0,2,2,1
71886,804,7,33370.33,6,1,0,1
71887,943,14,81160.83,1,2,1,1
71888,1992,10,60787.36,6,0,0,1
71889,245,5,91852.81,7,0,3,1
71890,1502,5,6478.57,8,0,4,1
71891,1613,9,48934.51,8,1,0,1
71892,1723,13,68117.15,4,2,2,1
71893,759,14,4503.8,6,0,2,1
71894,1031,5,42098.87,2,2,1,1
71895,244,13,59883.2,7,0,4,1
71896,882,6,67290.92,7,2,3,1
71897,1135,6,54576.91,6,0,4,1
71898,1270,1,93464.91,6,0,1,1
71899,1286,12,40566.42,2,0,1,1
71900,1104,10,446.59,6,0,1,1
71901,262,1,467.67,7,2,3,1
71902,442,8,18342.65,4,1,3,1
71903,13,3,87708.14,3,2,4,1
71904,952,14,96818.88,4,0,0,1
71905,1781,1,67778.66,0,1,3,1
71906,1611,9,97123.18,4,1,3,1
71907,1087,1,24022.97,1,0,2,1
71908,623,11,37121.64,2,1,1,1
71909,1458,12,89681.59,5,2,3,1
71910,731,1,93425.13,0,0,1,1
71911,545,6,93427.83,6,2,0,1
71912,393,10,34477.17,3,2,1,1
71913,1699,6,87461.31,7,2,0,1
71914,1824,14,86115.7,3,1,3,1
71915,760,7,57876.49,6,2,0,1
71916,891,8,45059.61,8,1,0,1
71917,1812,3,93042.6,6,2,0,1
71918,1032,8,56456.25,3,0,1,1
71919,1534,8,65547.08,9,0,1,1
71920,910,11,71204.67,6,1,4,1
71921,1455,9,91752.84,5,1,4,1
71922,1036,13,91700.81,4,1,1,1
71923,450,6,73410.72,2,1,3,1
71924,1774,2,10060.76,0,0,2,1
71925,456,8,57812.13,8,1,3,1
71926,55,2,42101.62,3,2,3,1
71927,484,0,44932.51,9,0,1,1
71928,81,4,60216.37,9,0,0,1
71929,510,7,21689.98,4,2,1,1
71930,190,4,77160.57,2,1,0,1
71931,607,0,74075.96,4,2,0,1
71932,566,11,40068.78,6,0,1,1
71933,968,7,81531.37,8,2,0,1
71934,1251,6,35456.3,3,2,3,1
71935,452,9,35147.97,8,0,4,1
71936,743,2,29292.93,9,1,1,1
71937,1217,14,65718.67,6,2,3,1
71938,1237,9,84361.33,3,0,1,1
71939,1985,2,31537.52,2,0,2,1
71940,1884,1,38770.97,5,2,3,1
71941,1185,9,41392.19,1,1,3,1
71942,480,6,86357.47,3,1,0,1
71943,142,2,29672.77,5,1,0,1
71944,1924,0,24251.03,7,0,1,1
71945,989,9,52842.42,3,0,2,1
71946,1190,3,32146.56,3,1,4,1
71947,1194,11,14637.8,4,0,2,1
71948,41,14,65453.96,2,2,2,1
71949,455,3,78602.3,5,0,4,1
71950,247,10,97791.9,8,0,0,1
71951,233,11,18649.14,2,2,4,1
71952,22,4,12462.26,8,2,0,1
71953,881,4,61474.52,7,2,1,1
71954,1675,12,90755.64,1,1,3,1
71955,274,5,10530.07,8,1,4,1
71956,1679,3,25166.55,0,1,0,1
71957,261,5,33659.42,0,2,4,1
71958,365,12,73138.71,6,2,0,1
71959,1319,5,91901.88,9,0,1,1
71960,1303,0,47242.93,4,1,3,1
71961,1527,4,97050.54,5,0,1,1
71962,1940,14,42195.54,3,2,0,1
71963,247,10,98274.46,4,2,1,1
71964,1111,14,71721.39,5,0,0,1
71965,1071,9,9494.26,0,1,3,1
71966,1744,3,4183.21,1,1,1,1
71967,97,8,12169.3,7,0,3,1
71968,1664,10,72679.2,4,1,3,1
71969,690,7,13577.05,8,2,2,1
71970,556,0,96310.43,7,2,2,1
71971,1667,5,16332.76,7,2,3,1
71972,103,8,5932.23,7,1,2,1
71973,1788,13,19875.27,0,0,0,-1
71974,207,3,74813.41,5,0,1,1
71975,1366,2,98239.18,1,1,0,1
71976,259,4,41092.87,6,1,3,1
71977,282,3,28210.04,5,1,3,1
71978,662,13,86790.63,1,0,4,1
71979,601,3,2656.89,8,1,1,1
71980,1319,6,70823.5,2,1,2,1
71981,998,13,3967.45,2,0,3,1
71982,587,5,7761.06,9,1,0,1
71983,194,4,72498.28,0,2,3,1
71984,25,7,88507.59,2,2,1,1
71985,211,7,58438.77,2,0,0,1
71986,481,9,68784.26,9,2,2,1
71987,450,0,96065.02,5,2,2,1
71988,1095,5,13469.87,2,0,3,1
71989,374,0,25363.14,6,1,1,1
71990,440,11,13634.08,0,2,3,1
71991,1621,14,36542.37,1,2,2,1
71992,134,7,94335.63,4,1,0,1
71993,792,8,58979.51,3,0,3,1
71994,579,1,96235.39,9,0,0,1
71995,1697,2,42792.0,7,0,0,1
71996,837,12,56796.79,3,1,1,1
71997,10,8,93302.88,0,1,0,1
71998,1796,8,420.75,4,1,3,1
71999,1320,4,63962.99,5,1,0,1
72000,846,11,11949.38,9,1,3,1
72001,1257,2,27302.16,5,2,4,1
72002,633,14,69895.78,9,0,1,1
72003,90,5,1825.49,5,0,3,1
72004,1761,13,35613.94,7,0,0,1
72005,1345,13,12464.36,1,0,3,1
72006,614,13,72631.16,7,1,1,1
72007,1315,12,94868.75,5,2,1,1
72008,1246,0,34311.86,7,2,4,1
72009,1236,1,1897.53,2,2,4,1
72010,1497,11,9851.64,9,1,2,1
72011,599,13,98571.35,3,1,4,1
72012,1567,10,8331.91,3,2,4,1
72013,180,5,16441.71,2,2,2,1
72014,900,4,9943.45,0,2,0,1
72015,1273,3,78044.6,0,2,3,1
72016,1133,14,82930.33,5,2,2,1
72017,1146,3,68290.68,7,0,2,1
72018,1976,6,19933.34,8,2,2,1
72019,814,13,84064.62,0,2,1,1
72020,1313,8,30918.67,8,2,2,1
72021,1046,2,61729.71,3,0,0,1
72022,1328,0,92102.24,5,2,2,1
72023,1290,6,24349.19,8,2,1,1
72024,1877,3,96028.48,5,0,4,1
72025,1754,6,72050.95,7,0,2,1
72026,245,7,50171.26,1,2,0,1
72027,1089,10,45970.06,4,1,4,1
72028,116,12,27974.04,5,2,1,1
72029,1736,0,15611.84,8,1,0,1
72030,558,0,90496.77,1,1,4,1
72031,1134,1,12478.72,6,0,4,1
72032,301,5,51918.67,4,1,0,1
72033,1037,4,51853.1,7,1,0,1
72034,1570,14,67619.95,6,2,3,1
72035,549,0,99584.95,3,2,1,1
72036,1175,10,72908.25,5,2,4,1
72037,1481,1,58999.27,2,1,0,1
72038,1788,13,54889.79,2,0,3,1
72039,1698,3,18514.29,4,0,3,1
72040,231,8,77510.76,1,2,2,1
72041,808,3,74038.13,1,1,0,1
72042,904,5,51290.7,0,2,1,1
72043,1954,10,46176.16,8,2,0,1
72044,1700,11,94585.21,3,2,4,1
72045,19,6,38184.43,7,0,3,1
72046,761,9,71561.54,1,0,2,1
72047,977,1,78437.03,0,2,2,1
72048,116,7,29802.21,6,0,0,1
72049,580,13,69379.76,5,0,1,1
72050,1607,12,33169.3,9,1,0,1
72051,946,12,33090.88,0,1,2,1
72052,1384,9,86895.96,8,0,0,1
72053,1017,4,57094.54,3,2,1,1
72054,18,13,96441.93,1,1,1,1
72055,1194,4,45626.64,4,2,3,1
72056,1633,13,91408.44,9,1,1,1
72057,1858,4,32374.56,8,0,4,1
72058,115,9,82291.83,2,2,1,1
72059,1945,7,40109.79,5,0,2,1
72060,658,0,84870.22,1,0,1,1
72061,1576,2,60694.17,0,2,0,1
72062,1665,12,22409.97,4,1,1,1
72063,515,14,91925.96,5,1,4,1
72064,590,1,47143.46,4,1,1,1
72065,1920,1,79347.27,7,0,0,1
72066,106,12,73646.67,7,1,1,1
72067,1270,12,58936.33,6,2,0,1
72068,1071,14,3416.17,5,2,1,1
72069,1398,12,70006.86,2,1,3,1
72070,1583,5,31902.74,3,0,3,1
72071,847,13,91280.94,5,2,3,1
72072,1184,3,22157.82,1,0,4,1
72073,1059,8,91021.84,8,2,4,1
72074,1026,0,81349.56,2,2,0,1
72075,1067,6,90991.98,2,2,1,1
72076,25,11,69638.67,0,0,0,1
72077,129,4,33365.12,1,1,0,1
72078,479,5,36411.0,6,0,4,1
72079,1071,13,16711.91,1,2,0,1
72080,1132,4,12726.95,4,2,3,1
72081,206,6,98693.8,6,0,4,1
72082,1045,3,71278.93,3,0,0,1
72083,1144,4,95861.24,6,0,2,1
72084,1338,1,85479.76,4,2,4,1
72085,54,7,44014.36,4,0,0,1
72086,1102,4,31010.79,5,2,1,1
72087,608,6,33147.6,2,2,4,1
72088,165,0,22891.41,3,0,2,1
72089,271,8,83117.92,2,1,1,1
72090,554,11,89280.45,1,1,1,1
72091,612,3,32915.2,6,0,2,1
72092,814,14,77902.17,0,2,3,1
72093,1886,10,29897.89,7,1,0,1
72094,478,7,25847.3,1,0,2,1
72095,449,14,29656.46,3,1,0,1
72096,1405,11,61837.33,5,0,2,1
72097,1252,7,49752.52,6,1,3,1
72098,1835,6,26237.24,6,0,1,1
72099,564,3,661.24,1,2,3,1
72100,1979,4,8129.88,0,1,1,1
72101,576,7,69411.35,6,1,3,1
72102,67,11,214.11,1,1,1,1
72103,1503,3,36358.23,9,1,3,1
72104,1779,12,84142.68,8,1,2,1
72105,1587,0,13908.18,5,1,1,1
72106,578,3,79596.25,2,0,1,1
72107,1002,5,78775.09,8,2,0,1
72108,994,4,6932.32,5,2,0,1
72109,1473,13,25613.96,8,0,4,1
72110,1789,9,76182.33,5,0,4,1
72111,1939,6,10231.14,8,0,0,-1
72112,1181,0,18644.71,7,1,2,1
72113,140,7,14451.56,9,1,3,1
72114,1887,14,96336.83,0,1,4,1
72115,1558,10,36826.96,1,1,4,1
72116,1166,14,80651.02,7,1,1,1
72117,403,10,32006.32,8,1,4,1
72118,1532,11,24197.25,0,0,0,1
72119,15,5,22667.6,2,2,1,1
72120,1195,13,16843.9,0,2,4,1
72121,1900,4,19260.0,0,0,0,-1
72122,809,9,83386.23,8,0,0,1
72123,198,5,28111.57,3,0,2,1
72124,1561,7,93433.3,3,2,1,1
72125,372,10,74565.4,1,0,2,1
72126,1088,14,33522.21,9,0,3,1
72127,1336,10,28693.54,0,0,4,1
72128,709,9,48539.68,2,2,2,1
72129,1179,14,90941.55,9,0,3,1
72130,156,5,3112.01,4,2,1,1
72131,1532,7,36304.17,4,2,0,1
72132,456,14,23123.99,8,0,2,1
72133,1004,8,3481.31,4,1,1,1
72134,1687,0,34537.29,7,2,3,1
72135,988,0,65459.52,3,1,4,1
72136,1199,4,86663.01,4,2,4,1
72137,87,4,58680.57,3,2,0,1
72138,1472,7,68408.75,2,0,2,1
72139,593,7,45521.07,6,1,1,1
72140,1988,7,73016.34,2,2,0,1
72141,217,2,9005.68,4,0,2,1
72142,562,6,64028.12,6,0,3,1
72143,297,3,66056.13,0,1,2,1
72144,1186,14,97924.6,7,0,4,1
72145,25,6,89056.4,7,2,0,1
72146,1283,11,14175.3,3,2,1,1
72147,1643,8,27570.99,5,0,4,1
72148,451,14,38555.21,2,2,3,1
72149,129,14,67170.24,9,0,2,1
72150,415,13,74756.87,2,1,1,1
72151,850,6,54815.7,6,2,0,1
72152,1308,10,41868.12,9,2,4,1
72153,621,0,41231.77,4,0,4,1
72154,343,6,72024.57,1,0,4,1
72155,1790,13,853.3,8,0,0,-1
72156,1932,11,42556.49,2,2,2,1
72157,48,11,4559.27,0,2,3,-1
72158,1504,12,74869.03,7,0,4,1
72159,42,9,90339.44,2,1,1,1
72160,1982,11,25973.73,7,1,0,1
72161,756,4,65167.41,6,0,2,1
72162,568,5,50481.84,2,2,4,1
72163,24,11,62761.02,8,1,0,1
72164,133,6,90658.73,1,2,1,1
72165,890,10,63196.16,0,2,4,1
72166,1676,6,53888.06,0,0,2,1
72167,1545,6,79703.28,2,2,1,1
72168,1662,0,58580.71,5,1,0,1
72169,588,11,73551.84,5,0,2,1
72170,1647,4,88526.18,1,2,3,1
72171,1850,10,39418.26,8,1,1,1
72172,963,1,47591.48,1,2,0,1
72173,849,7,43720.11,3,0,2,1
72174,468,6,73771.73,3,1,4,1
72175,659,6,57869.75,1,1,0,1
72176,937,13,20780.69,3,2,0,1
72177,1004,4,73271.99,7,2,3,1
72178,852,6,73155.67,4,0,3,1
72179,223,5,77848.67,2,2,1,1
72180,670,10,74805.5,0,2,4,1
72181,797,9,28427.77,6,1,2,1
72182,1768,0,75696.86,8,2,0,1
72183,1,6,66224.32,8,0,3,1
72184,626,2,82197.82,4,1,3,1
72185,766,7,64133.56,5,2,3,1
72186,544,6,75644.5,8,1,3,1
72187,1271,4,36894.85,5,2,2,1
72188,1714,11,29998.6,0,1,2,1
72189,718,9,2510.44,2,0,3,1
72190,971,7,11908.94,5,0,4,1
72191,914,3,25483.09,0,1,4,1
72192,1553,11,68054.59,4,2,3,1
72193,1747,8,59854.62,7,2,3,1
72194,1764,10,33021.96,5,0,2,1
72195,1215,12,25253.81,8,0,2,1
72196,1761,6,77989.41,9,0,3,1
72197,1263,3,46233.18,6,1,0,1
72198,1004,14,69135.45,3,0,2,1
72199,1868,9,38699.91,2,2,1,1
72200,76,14,46754.46,1,2,0,1
72201,994,13,77834.5,7,1,2,1
72202,1215,13,48302.02,5,1,1,1
72203,1277,10,25272.21,1,1,4,1
72204,1900,5,26025.68,8,0,3,1
72205,811,9,11220.79,3,2,4,1
72206,1678,6,32101.97,5,0,2,1
72207,734,10,61387.8,2,2,4,1
72208,678,2,78857.13,5,0,1,1
72209,1021,13,26474.35,5,2,3,1
72210,93,10,19189.3,2,0,4,1
72211,153,11,99131.88,3,0,0,1
72212,1197,0,62112.67,3,2,1,1
72213,1941,10,4752.01,6,1,4,1
72214,917,9,40607.95,0,1,0,1
72215,785,14,5353.07,9,0,3,1
72216,1477,14,5419.08,6,0,4,1
72217,525,4,40108.53,1,0,2,1
72218,1243,13,25824.83,5,1,4,1
72219,1136,12,47095.2,9,2,2,1
72220,0,5,51233.04,9,1,1,1
72221,479,12,54070.21,6,2,4,1
72222,793,12,3872.92,8,2,4,1
72223,1588,4,68811.32,8,2,1,1
72224,723,0,60779.93,3,2,0,1
72225,1832,0,15310.78,4,0,4,1
72226,200,12,41563.71,7,0,4,1
72227,916,0,67746.22,9,2,3,1
72228,840,11,77136.47,7,1,1,1
72229,998,1,41142.57,9,2,2,1
72230,691,7,77302.91,6,1,1,1
72231,1217,1,61895.01,6,1,3,1
72232,1440,7,29629.2,1,0,3,1
72233,1119,7,5704.31,8,2,2,1
72234,1457,8,55208.05,2,2,0,1
72235,1675,14,17769.08,6,2,2,1
72236,1216,9,38239.46,5,0,1,1
72237,1112,14,47394.03,2,1,2,1
72238,624,9,32219.31,5,2,0,1
72239,1476,5,29658.48,0,0,2,1
72240,272,4,29176.68,0,2,2,1
72241,246,13,14986.16,8,1,3,1
72242,1883,12,87848.32,9,1,3,1
72243,645,3,6458.29,2,2,1,1
72244,958,7,54893.58,6,2,3,1
72245,759,12,28380.21,0,1,4,1
72246,1106,2,62730.63,9,1,0,1
72247,862,7,73680.02,3,0,3,1
72248,925,9,67821.58,8,1,4,1
72249,324,4,86714.83,6,0,3,1
72250,1805,10,15824.91,0,1,3,1
72251,716,2,78610.25,7,0,2,1
72252,1774,4,59471.85,1,2,2,1
72253,699,10,47855.88,5,0,0,1
72254,1361,1,84559.56,9,2,4,1
72255,1814,13,50762.4,2,2,4,1
72256,1205,14,40821.63,5,2,4,1
72257,1575,13,51701.29,1,2,3,1
72258,749,5,83989.43,0,1,2,1
72259,726,2,3344.67,5,1,1,1
72260,124,5,98019.9,8,2,0,1
72261,1309,5,93131.29,3,2,4,1
72262,1191,8,7704.34,3,1,3,1
72263,606,2,2411.96,2,0,4,1
72264,439,6,47456.36,9,1,4,1
72265,141,9,86600.74,9,2,3,1
72266,1960,4,86628.44,9,0,1,1
72267,779,12,87723.23,5,2,2,1
72268,1159,9,67120.72,6,2,4,1
72269,577,12,87660.36,3,0,2,1
72270,1343,14,69279.37,0,1,1,1
72271,1668,5,60417.98,5,0,4,1
72272,847,11,13055.0,6,2,0,1
72273,793,9,88073.62,7,2,1,1
72274,76,6,78043.37,6,2,2,1
72275,127,13,20821.87,8,2,0,1
72276,1533,14,46896.71,9,1,4,1
72277,1023,11,98950.24,9,2,1,1
72278,721,12,37785.86,3,0,4,1
72279,1456,10,38858.53,6,1,2,1
72280,1671,13,4959.26,9,1,3,1
72281,1169,8,41252.84,3,2,0,1
72282,1986,3,22693.5,4,0,0,1
72283,1182,4,65329.28,3,2,0,1
72284,80,9,63575.15,7,1,3,1
72285,225,0,96423.16,8,1,3,1
72286,1989,4,32510.48,8,2,4,1
72287,692,3,97212.97,7,1,1,1
72288,170,13,53880.57,5,1,2,1
72289,1179,11,53082.72,4,1,3,1
72290,894,8,97410.03,9,2,2,1
72291,736,13,43901.88,6,0,1,1
72292,580,12,92459.51,1,0,3,1
72293,1700,10,81745.42,2,1,3,1
72294,687,10,47900.93,9,1,3,1
72295,729,11,27520.65,9,2,2,1
72296,1408,1,52347.22,1,1,0,1
72297,739,3,43503.34,0,1,1,1
72298,601,10,27112.21,3,2,4,1
72299,1674,11,34471.69,4,1,1,1
72300,1347,3,32838.13,7,1,4,1
72301,233,9,67509.51,5,0,4,1
72302,1770,7,31662.85,2,1,4,1
72303,26,0,3379.49,5,2,3,1
72304,1078,13,71565.72,2,1,3,1
72305,47,7,3075.4,9,0,2,1
72306,1154,5,61748.82,5,1,1,1
72307,1059,1,96330.73,3,1,1,1
72308,68,9,8721.23,6,1,3,1
72309,856,6,40164.88,0,0,1,1
72310,366,3,39481.03,0,0,2,1
72311,639,8,32193.79,7,1,1,1
72312,1463,1,68372.6,4,0,2,1
72313,819,11,38612.15,8,0,1,1
72314,825,13,96096.77,4,1,3,1
72315,1165,1,92148.38,9,1,2,1
72316,717,12,50789.96,4,0,4,1
72317,1251,0,98365.53,5,0,0,1
72318,918,1,48452.42,4,0,0,1
72319,1719,13,11341.33,5,1,3,1
72320,1996,5,28885.24,2,0,0,1
72321,436,2,86266.76,6,2,0,1
72322,689,13,40110.19,9,0,1,1
72323,1375,2,86241.76,2,1,1,1
72324,576,6,90004.67,4,2,0,1
72325,883,12,14146.45,4,0,1,1
72326,1421,3,65259.43,1,2,1,1
72327,927,1,45267.91,0,2,3,1
72328,1101,3,95262.83,3,2,2,1
72329,1754,7,39499.23,9,0,3,1
72330,968,0,88965.84,7,2,4,1
